date,code,oneDayAfter(open)(reg),oneDayAfter(open)(reg),oneDay(close-open)(reg),oneDay(close-close)(reg),IXICClose-,GSPCClose-,SOXClose-,IXICOpen-,GSPCOpen-,SOXOpen-
2006-08-22,0000,-0,-0.0068241,-0.0043210,-0.0051660,0.0010558,0.0010009,-0.0020879,0.0035301,0.0009317,-0.0003894,
2006-08-23,0000,0,0.0083080,0.0016197,-0.0008686,-0.0071955,-0.0045089,-0.0095666,-0.0049339,-0.0044549,-0.0075001,
2006-08-24,0000,-0,-0.0122393,-0.0105114,-0.0037418,0.0011464,0.0023687,0.0066726,-0.0047698,0.0022764,0.0027157,
2006-08-25,0000,-0,-0.0044866,-0.0109112,-0.0126397,0.0014858,-0.0007490,-0.0021213,0.0039009,-0.0006409,-0.0014289,
2006-08-28,0000,0,0.0057789,-0.0009367,0.0054245,0.0094460,0.0051391,0.0108339,0.0099169,0.0049786,0.0120002,
2006-08-29,0000,0,0.0186516,0.0096309,0.0162757,0.0053400,0.0019168,0.0163111,0.0060274,0.0016338,0.0160423,
2006-08-30,0000,-0,-0.0023885,-0.0054297,0.0037282,0.0061444,0.0008350,0.0176974,0.0064408,0.0004217,0.0163747,
2006-08-31,0000,0,0.0111354,0.0029512,0.0059671,-0.0009067,-0.0011888,-0.0100619,0.0024561,-0.0003451,-0.0097919,
2006-09-06,0000,0,0.0037995,0.0069467,-0.0004742,-0.0174644,-0.0099903,-0.0339495,-0.0137265,-0.0098676,-0.0339969,
2006-09-07,0000,0,0.0074840,0.0043328,0.0011773,-0.0058229,-0.0048222,-0.0035816,-0.0000139,-0.0047835,-0.0016981,
2006-09-08,0000,-0,-0.0023857,-0.0030595,0.0001150,0.0048481,0.0037724,0.0071349,-0.0036708,0.0037263,0.0026777,
2006-09-11,0000,-0,-0.0015955,-0.0109648,-0.0102857,0.0034326,0.0004771,0.0230274,0.0103421,0.0005156,0.0291732,
2006-09-12,0000,-0,-0.0000209,-0.0034269,0.0058726,0.0192118,0.0102513,0.0363129,0.0181461,0.0100629,0.0345160,
2006-09-13,0000,-0,-0.0155717,-0.0134417,-0.0100017,0.0053195,0.0038465,-0.0078517,0.0031192,0.0039909,-0.0078264,
2006-09-14,0000,0,0.0294395,0.0143779,0.0123064,0.0004756,-0.0013599,0.0032555,0.0096065,-0.0013067,0.0069134,
2006-09-15,0000,0,0.0163564,0.0141969,0.0292613,0.0030685,0.0025613,0.0012059,-0.0046082,0.0027049,-0.0062654,
2006-09-18,0000,-0,-0.0068886,-0.0022843,-0.0000886,0.0000716,0.0011505,0.0092802,0.0030672,0.0009991,0.0096709,
2006-09-19,0000,0,0.0106826,0.0039795,-0.0005961,-0.0060206,-0.0026866,-0.0224898,0.0010035,-0.0021923,-0.0171269,
2006-09-20,0000,-0,-0.0075827,-0.0050044,0.0017591,0.0135470,0.0056898,0.0038462,0.0068349,0.0049891,0.0026263,
2006-09-21,0000,0,0.0010785,0.0019374,-0.0006230,-0.0067657,-0.0054248,-0.0179614,-0.0107407,-0.0052047,-0.0185709,
2006-09-22,0000,0,0.0094110,0.0045622,0.0037056,-0.0084816,-0.0024719,-0.0061874,-0.0027746,-0.0024719,-0.0028824,
2006-09-25,0000,0,0.0017306,-0.0062723,-0.0013707,0.0134011,0.0087381,0.0244697,0.0090536,0.0087232,0.0205863,
2006-09-26,0000,-0,-0.0002128,-0.0015562,0.0064092,0.0054260,0.0074681,-0.0034423,0.0037453,0.0073122,-0.0026127,
2006-09-27,0000,-0,-0.0099036,-0.0102366,-0.0088815,0.0009057,0.0001796,-0.0070650,0.0047465,0.0003292,-0.0075683,
2006-09-28,0000,0,0.0029012,-0.0006305,-0.0003007,0.0029207,0.0017104,0.0094541,0.0028021,0.0019341,0.0107637,
2006-09-29,0000,0,0.0049899,0.0076886,0.0111910,-0.0051319,-0.0022682,-0.0119199,-0.0072220,-0.0024929,-0.0129473,
2006-10-02,0000,0,0.0036884,0.0021288,-0.0005850,-0.0093091,-0.0034026,-0.0031991,-0.0107433,-0.0033801,-0.0149254,
2006-10-03,0000,-0,-0.0017295,-0.0134968,-0.0119128,0.0026965,0.0020913,-0.0110868,0.0030671,0.0018668,-0.0016761,
2006-10-04,0000,0,0.0041106,0.0059309,0.0174726,0.0206465,0.0119168,0.0185870,0.0216857,0.0118755,0.0198020,
2006-10-05,0000,0,0.0068693,0.0031713,0.0013459,0.0066729,0.0022317,-0.0029863,0.0065693,0.0025420,-0.0065927,
2006-10-11,0000,0,0.0038852,-0.0068981,-0.0031627,0.0008361,-0.0024223,0.0112035,0.0058707,-0.0024742,0.0180570,
2006-10-12,0000,0,0.0034905,0.0012180,0.0119143,0.0161582,0.0094509,0.0134519,0.0112680,0.0094510,0.0070301,
2006-10-17,0000,-0,-0.0030397,-0.0006213,-0.0081980,-0.0080556,-0.0036729,-0.0252728,0.0005731,-0.0037539,-0.0229721,
2006-10-18,0000,0,0.0041211,-0.0006933,-0.0031119,-0.0033374,0.0012813,-0.0295038,-0.0098090,0.0014788,-0.0265178,
2006-10-19,0000,0,0.0017112,0.0013808,0.0061852,0.0016190,0.0008486,-0.0030283,0.0035883,0.0007242,0.0043634,
2006-10-20,0000,0,0.0048206,-0.0002045,0.0001264,0.0005806,0.0011983,-0.0041589,-0.0011933,0.0011983,-0.0103614,
2006-10-23,0000,0,0.0033986,0.0030448,0.0080536,0.0056292,0.0061147,0.0051607,0.0060957,0.0061292,0.0071103,
2006-10-24,0000,-0,-0.0023704,-0.0056729,-0.0053159,-0.0045717,0.0002614,-0.0114749,-0.0024374,0.0002468,-0.0075897,
2006-10-25,0000,0,0.0041321,-0.0003262,0.0029587,0.0049860,0.0035016,0.0253076,0.0060650,0.0035089,0.0214267,
2006-10-26,0000,-0,-0.0088638,-0.0036406,0.0008325,0.0094616,0.0049385,0.0114467,0.0059280,0.0048096,0.0089671,
2006-10-27,0000,-0,-0.0042306,-0.0078411,-0.0130861,-0.0121160,-0.0085237,-0.0198094,-0.0119120,-0.0084150,-0.0169802,
2006-10-30,0000,0,0.0022342,0.0001382,0.0037201,0.0055631,0.0004282,0.0111281,0.0090934,0.0004572,0.0105525,
2006-10-31,0000,-0,-0.0039453,-0.0031480,-0.0010451,0.0012422,0.0000073,0.0016152,0.0019971,-0.0001234,0.0027670,
2006-11-01,0000,0,0.0100696,0.0098444,0.0090575,-0.0138625,-0.0074060,-0.0196977,-0.0210843,-0.0075469,-0.0234124,
2006-11-02,0000,-0,-0.0060851,0.0114360,0.0116608,-0.0001414,-0.0003437,-0.0043366,0.0062248,-0.0000951,0.0012916,
2006-11-03,0000,0,0.0225048,0.0117338,-0.0057819,-0.0013858,-0.0022282,0.0040519,0.0011189,-0.0022283,0.0022663,
2006-11-06,0000,0,0.0002597,-0.0019834,0.0089371,0.0148608,0.0112192,0.0173270,0.0102916,0.0112194,0.0165195,
2006-11-07,0000,0,0.0012663,-0.0031247,-0.0008790,0.0041795,0.0022128,0.0187622,-0.0008841,0.0019892,0.0139194,
2006-11-08,0000,-0,-0.0069974,-0.0082183,-0.0038050,0.0037988,0.0020783,-0.0003436,0.0147378,0.0021149,0.0070391,
2006-11-09,0000,0,0.0031993,0.0020072,0.0032157,-0.0037584,-0.0053616,-0.0195963,-0.0088384,-0.0051512,-0.0219079,
2006-11-10,0000,0,0.0004008,-0.0065470,-0.0053447,0.0057371,0.0018611,0.0099714,0.0047122,0.0016297,0.0070557,
2006-11-13,0000,0,0.0094852,0.0025513,0.0094364,0.0069233,0.0025426,0.0153886,0.0076950,0.0027305,0.0172601,
2006-11-14,0000,0,0.0024792,-0.0024348,0.0045337,0.0099891,0.0063163,0.0275425,0.0090900,0.0061382,0.0271689,
2006-11-15,0000,0,0.0013567,-0.0020696,0.0028426,0.0049493,0.0023987,0.0042369,0.0069266,0.0025921,0.0042369,
2006-11-16,0000,-0,-0.0021992,-0.0031462,0.0002838,0.0025765,0.0022790,0.0042805,-0.0030578,0.0023075,0.0004132,
2006-11-17,0000,-0,-0.0010704,-0.0006775,0.0002672,-0.0013083,0.0010277,-0.0055458,0.0006268,0.0010063,-0.0028383,
2006-11-20,0000,0,0.0097380,0.0069852,0.0065954,0.0027969,-0.0004998,0.0172253,0.0054957,-0.0005284,0.0177252,
2006-11-21,0000,0,0.0056015,0.0025528,0.0053179,0.0008636,0.0016467,-0.0111038,0.0034751,0.0016112,-0.0098023,
2006-11-27,0000,0,0.0038614,-0.0003667,-0.0071471,-0.0225860,-0.0137414,-0.0240457,-0.0237140,-0.0139982,-0.0237965,
2006-11-28,0000,0,0.0067659,-0.0003144,0.0039135,0.0027729,0.0034326,0.0012958,0.0105617,0.0032465,0.0070428,
2006-11-29,0000,0,0.0079130,0.0053186,0.0123591,0.0080667,0.0091177,-0.0043452,0.0032253,0.0095465,-0.0076003,
2006-11-30,0000,0,0.0045368,0.0034228,0.0060221,-0.0001892,0.0008211,0.0054904,0.0000000,0.0008282,0.0056783,
2006-12-01,0000,0,0.0101375,0.0032588,0.0043730,-0.0076910,-0.0028066,-0.0103989,-0.0040604,-0.0028353,-0.0086118,
2006-12-04,0000,-0,-0.0085608,-0.0118596,-0.0048765,0.0143686,0.0088069,0.0193000,0.0141630,0.0088212,0.0208840,
2006-12-05,0000,0,0.0080978,0.0076092,0.0108445,0.0016270,0.0039865,0.0075957,-0.0033340,0.0037472,0.0009063,
2006-12-06,0000,-0,-0.0051031,-0.0013790,-0.0008860,-0.0026657,-0.0013164,0.0034981,0.0008573,-0.0010900,0.0080297,
2006-12-07,0000,-0,-0.0029270,-0.0028469,-0.0065765,-0.0074845,-0.0039864,-0.0172091,-0.0107152,-0.0039722,-0.0250058,
2006-12-08,0000,-0,-0.0040685,-0.0030964,-0.0031765,0.0039674,0.0018087,-0.0066614,0.0056167,0.0018017,-0.0018464,
2006-12-11,0000,-0,-0.0166724,-0.0196003,-0.0205884,0.0022515,0.0022646,-0.0025201,0.0023209,0.0022576,-0.0010292,
2006-12-12,0000,-0,-0.0031825,-0.0039918,-0.0011087,-0.0046307,-0.0010485,-0.0070850,0.0004460,-0.0011904,-0.0034564,
2006-12-13,0000,0,0.0119918,0.0032217,0.0040252,0.0003330,0.0011676,-0.0124623,-0.0034363,0.0013020,-0.0144531,
2006-12-14,0000,0,0.0029080,-0.0010598,0.0077479,0.0087373,0.0086146,0.0182885,0.0128113,0.0086427,0.0198453,
2006-12-15,0000,0,0.0073353,0.0073184,0.0112530,0.0013633,0.0011212,0.0002732,-0.0020021,0.0011212,-0.0003564,
2006-12-18,0000,0,0.0004182,-0.0034044,-0.0033873,-0.0088809,-0.0032408,0.0012384,-0.0174994,-0.0032761,-0.0062015,
2006-12-19,0000,0,0.0036182,0.0026685,0.0064681,-0.0024778,0.0021536,-0.0143283,0.0049013,0.0021676,-0.0067530,
2006-12-20,0000,-0,-0.0024762,-0.0045532,-0.0035967,-0.0007991,-0.0014190,0.0067248,-0.0007654,-0.0016231,0.0054070,
2006-12-21,0000,0,0.0027840,0.0020569,0.0041202,-0.0048679,-0.0036875,-0.0136763,-0.0058610,-0.0035964,-0.0138981,
2006-12-27,0000,-0,-0.0039031,-0.0058102,-0.0000323,0.0072844,0.0069664,0.0052769,0.0026966,0.0071070,-0.0012576,
2006-12-28,0000,0,0.0157265,0.0097268,0.0116045,-0.0023293,-0.0014810,-0.0020682,-0.0009451,-0.0014459,-0.0021576,
2007-01-04,0000,-0,-0.0207789,-0.0133532,-0.0126270,0.0123378,0.0012268,0.0197294,0.0086910,0.0012268,0.0118828,
2007-01-05,0000,-0,-0.0000244,-0.0054106,-0.0127780,-0.0078792,-0.0061218,-0.0113624,-0.0040324,-0.0064431,-0.0027448,
2007-01-08,0000,-0,-0.0053158,0.0014929,0.0068421,0.0016200,0.0022154,0.0060389,0.0032784,0.0025339,0.0067208,
2007-01-09,0000,-0,-0.0017025,-0.0050308,-0.0118841,0.0023038,-0.0005170,0.0072363,-0.0037879,-0.0029389,0.0010345,
2007-01-10,0000,-0,-0.0013573,-0.0138543,-0.0104967,0.0063025,0.0019366,0.0173430,0.0125158,0.0043397,0.0221520,
2007-01-11,0000,0,0.0123279,0.0061945,0.0184444,0.0102702,0.0063000,-0.0029231,0.0067816,0.0063070,-0.0099245,
2007-01-17,0000,0,0.0009174,0.0054362,0.0077516,-0.0074050,-0.0008947,-0.0082094,-0.0050741,-0.0008248,-0.0082891,
2007-01-18,0000,0,0.0008517,-0.0024732,-0.0070280,-0.0148207,-0.0029796,-0.0401875,-0.0154658,-0.0029726,-0.0350235,
2007-01-19,0000,-0,-0.0036657,-0.0030220,0.0003048,0.0033044,0.0028871,0.0053849,0.0068731,0.0028802,0.0082679,
2007-01-22,0000,0,0.0133195,0.0019001,0.0012595,-0.0083256,-0.0053059,-0.0101718,-0.0108061,-0.0052848,-0.0094277,
2007-01-23,0000,0,0.0049357,-0.0009703,0.0104820,0.0001398,0.0035294,0.0012147,0.0060376,0.0035085,0.0027084,
2007-01-24,0000,-0,-0.0200479,-0.0074295,-0.0014854,0.0141387,0.0084298,0.0129491,0.0106347,0.0084437,0.0103940,
2007-01-25,0000,0,0.0007431,-0.0005664,-0.0130988,-0.0131622,-0.0113983,-0.0056782,-0.0115399,-0.0113912,-0.0038279,
2007-01-26,0000,-0,-0.0087641,-0.0102918,-0.0089695,0.0005132,-0.0012094,0.0143697,-0.0026534,-0.0013150,0.0089959,
2007-01-29,0000,-0,-0.0004820,-0.0030517,-0.0015349,0.0022941,-0.0010981,-0.0055407,0.0049128,-0.0009996,-0.0000867,
2007-01-30,0000,-0,-0.0010953,-0.0078121,-0.0052301,0.0030833,0.0057390,0.0006514,-0.0013629,0.0056277,-0.0093433,
2007-01-31,0000,0,0.0003688,-0.0064610,0.0002467,0.0062055,0.0065497,-0.0034864,0.0124289,0.0064330,0.0066080,
2007-02-01,0000,0,0.0041879,0.0029407,0.0097068,0.0018028,0.0053253,0.0078262,0.0000445,0.0055604,0.0056413,
2007-02-02,0000,0,0.0037780,-0.0004690,0.0007825,0.0030292,0.0016915,0.0084461,0.0003394,0.0016502,0.0089326,
2007-02-05,0000,0,0.0099395,0.0075485,0.0117614,-0.0021371,-0.0009675,0.0013487,0.0003029,-0.0009330,0.0010699,
2007-02-06,0000,-0,-0.0024443,-0.0056955,-0.0032726,0.0003601,0.0006975,-0.0054024,0.0032008,0.0002971,-0.0077414,
2007-02-07,0000,-0,-0.0036115,-0.0042462,-0.0009997,0.0076330,0.0013931,0.0138181,0.0003099,0.0017793,0.0156648,
2007-02-08,0000,-0,-0.0026474,0.0015713,0.0022024,-0.0007353,-0.0011807,-0.0049488,0.0028696,-0.0012015,-0.0049488,
2007-02-09,0000,-0,-0.0057041,-0.0064426,-0.0106952,-0.0117285,-0.0071277,-0.0140163,-0.0126065,-0.0071280,-0.0140163,
2007-02-12,0000,0,0.0024241,-0.0058474,-0.0051093,-0.0038525,-0.0032720,-0.0098954,-0.0021912,-0.0033351,-0.0098954,
2007-02-13,0000,0,0.0174346,0.0010846,0.0092990,0.0038620,0.0075402,0.0043498,0.0051822,0.0074035,0.0043498,
2007-02-14,0000,-0,-0.0038704,-0.0049619,0.0114871,0.0114532,0.0075861,0.0209110,0.0225739,0.0049137,0.0606178,
2007-02-26,0000,-0,-0.0260988,-0.0008643,0.0002227,0.0064443,-0.0040914,0.0376647,-0.0228052,-0.0012351,-0.0098413,
2007-02-27,0000,-0,-0.0070923,-0.0037715,-0.0290793,-0.0401435,-0.0359747,-0.0310374,-0.0385162,-0.0301749,-0.0343142,
2007-03-01,0000,-0,-0.0011996,0.0022710,-0.0010299,-0.0015182,0.0029433,-0.0078147,0.0053058,-0.0025941,0.0001280,
2007-03-06,0000,0,0.0002075,-0.0047214,0.0039875,0.0186404,0.0152572,0.0163688,0.0081842,0.0150249,0.0060670,
2007-03-07,0000,0,0.0128732,0.0074070,0.0122764,-0.0044217,-0.0024713,-0.0045315,0.0058000,-0.0022559,0.0078762,
2007-03-08,0000,-0,-0.0006123,-0.0062908,-0.0007492,0.0054822,0.0070762,0.0176577,0.0027381,0.0071404,0.0144312,
2007-03-09,0000,0,0.0069866,0.0023594,0.0079891,-0.0000754,0.0006772,0.0069466,-0.0075425,0.0006487,-0.0002736,
2007-03-12,0000,-0,-0.0148251,0.0025117,0.0071382,0.0061358,0.0026731,0.0088878,0.0015572,0.0024391,0.0047331,
2007-03-13,0000,0,0.0103437,0.0023170,-0.0150232,-0.0220032,-0.0207918,-0.0169308,-0.0161297,-0.0205899,-0.0121460,
2007-03-14,0000,0,0.0097935,0.0083537,0.0163319,0.0089259,0.0066466,0.0049612,0.0084689,0.0066685,0.0048517,
2007-03-15,0000,0,0.0041876,0.0016386,0.0030882,0.0029260,0.0036702,0.0013072,0.0024402,0.0037133,-0.0000844,
2007-03-16,0000,0,0.0057436,-0.0002714,0.0022824,-0.0025457,-0.0038430,-0.0048942,0.0032877,-0.0038430,-0.0016270,
2007-03-19,0000,-0,-0.0005103,-0.0062136,-0.0001629,0.0090837,0.0107770,-0.0060106,0.0042425,0.0107629,-0.0076009,
2007-03-20,0000,0,0.0080753,-0.0029999,0.0026853,0.0057304,0.0062937,0.0094794,0.0085778,0.0062938,0.0132773,
2007-03-21,0000,-0,-0.0011513,-0.0025525,0.0085177,0.0194265,0.0167940,0.0182195,0.0168982,0.0168079,0.0147171,
2007-03-22,0000,0,0.0055809,0.0031428,0.0045360,-0.0017049,-0.0003485,-0.0130184,-0.0021331,-0.0003485,-0.0130004,
2007-03-23,0000,-0,-0.0002323,-0.0000977,0.0023484,-0.0011474,0.0010932,0.0063012,-0.0000938,0.0010932,0.0049242,
2007-03-26,0000,-0,-0.0056354,-0.0040267,-0.0041618,0.0027284,0.0009670,-0.0010443,-0.0010944,0.0009600,-0.0028038,
2007-03-27,0000,-0,-0.0086992,-0.0057112,-0.0073227,-0.0074669,-0.0062228,-0.0067923,-0.0089527,-0.0063990,-0.0067831,
2007-03-28,0000,0,0.0143036,0.0106086,0.0076691,-0.0084109,-0.0080297,-0.0137068,0.0021829,-0.0078890,-0.0074277,
2007-03-29,0000,0,0.0013210,0.0008447,0.0045761,0.0003226,0.0037258,-0.0094683,-0.0052027,0.0037609,-0.0121142,
2007-03-30,0000,0,0.0008487,-0.0004033,0.0000736,0.0015527,-0.0011753,0.0018472,0.0022471,-0.0011894,0.0011800,
2007-04-02,0000,0,0.0118628,0.0047952,0.0060407,0.0002560,0.0025903,-0.0002578,0.0028533,0.0024153,-0.0009878,
2007-04-03,0000,0,0.0072922,0.0018689,0.0089573,0.0114556,0.0091948,0.0067222,0.0080100,0.0093758,0.0073967,
2007-04-04,0000,0,0.0020088,0.0010203,0.0064482,0.0034002,0.0011116,0.0093442,0.0105245,0.0041696,0.0134794,
2007-04-09,0000,0,0.0011308,-0.0020066,-0.0010151,0.0042484,0.0036273,-0.0005288,-0.0040071,0.0005607,-0.0059442,
2007-04-10,0000,-0,-0.0037159,0.0013334,0.0044604,0.0034025,0.0026098,0.0079945,0.0038866,0.0025203,0.0073285,
2007-04-11,0000,0,0.0069505,0.0038909,-0.0011455,-0.0074411,-0.0066163,-0.0112460,-0.0089750,-0.0065051,-0.0107609,
2007-04-12,0000,-0,-0.0090515,-0.0122190,-0.0091099,0.0084707,0.0061680,0.0096663,0.0096665,0.0061680,0.0084601,
2007-04-17,0000,-0,-0.0003472,0.0027426,0.0055002,-0.0005483,0.0021407,-0.0052809,-0.0046982,0.0020388,-0.0054734,
2007-04-18,0000,-0,-0.0079182,-0.0114038,-0.0145374,-0.0025692,0.0006927,0.0246975,-0.0040525,0.0006859,0.0238766,
2007-04-19,0000,0,0.0116910,0.0033691,0.0068038,-0.0020556,-0.0012035,0.0061467,0.0110921,-0.0012171,0.0082356,
2007-04-20,0000,0,0.0002821,0.0001136,0.0084627,0.0083281,0.0091757,0.0017853,0.0002138,0.0091893,0.0007183,
2007-04-23,0000,0,0.0029779,0.0041268,0.0042946,-0.0010778,-0.0023094,-0.0067140,0.0010362,-0.0022959,-0.0059250,
2007-04-24,0000,0,0.0013645,-0.0063985,-0.0075595,0.0003446,-0.0003513,0.0299788,0.0020327,-0.0004391,0.0290256,
2007-04-25,0000,-0,-0.0033955,-0.0058350,0.0019237,0.0091644,0.0100373,0.0075968,0.0070351,0.0100249,0.0071448,
2007-04-26,0000,-0,-0.0079763,-0.0088145,-0.0063678,0.0025720,-0.0007830,0.0071869,0.0011705,-0.0007094,0.0072315,
2007-04-27,0000,-0,-0.0069955,-0.0102356,-0.0093963,0.0010754,-0.0001205,-0.0156617,0.0013956,-0.0000937,-0.0144718,
2007-04-30,0000,0,0.0067135,0.0002885,0.0034949,-0.0127203,-0.0078928,-0.0116241,-0.0103043,-0.0053427,-0.0097964,
2007-05-02,0000,0,0.0046064,-0.0034693,0.0029798,0.0128038,0.0090580,0.0109749,0.0112814,0.0063053,0.0089862,
2007-05-03,0000,0,0.0161570,0.0093094,0.0172823,0.0029702,0.0043065,0.0039569,0.0053020,0.0045196,0.0051683,
2007-05-04,0000,-0,-0.0013179,-0.0008539,0.0060639,0.0026009,0.0021453,0.0103242,-0.0007230,0.0021387,0.0078009,
2007-05-07,0000,-0,-0.0023986,-0.0019356,-0.0024000,-0.0004668,0.0025572,-0.0035130,-0.0036907,0.0025110,-0.0026203,
2007-05-08,0000,0,0.0003237,-0.0048928,-0.0053572,0.0003111,-0.0011673,-0.0054278,-0.0021700,-0.0013534,-0.0058705,
2007-05-09,0000,-0,-0.0085169,0.0002643,0.0054540,0.0017816,0.0032131,0.0166791,0.0027955,0.0033128,0.0171717,
2007-05-10,0000,0,0.0056726,0.0006450,-0.0081329,-0.0168131,-0.0141538,-0.0214873,-0.0091043,-0.0139862,-0.0216127,
2007-05-11,0000,-0,-0.0061788,-0.0051790,-0.0001220,0.0111154,0.0095494,0.0118053,0.0087323,0.0094902,0.0122190,
2007-05-14,0000,-0,-0.0042071,-0.0059624,-0.0069630,-0.0061969,-0.0017962,-0.0014480,-0.0076159,-0.0017630,-0.0016067,
2007-05-15,0000,0,0.0050600,-0.0000501,0.0016949,-0.0083753,-0.0013056,-0.0121466,-0.0047222,-0.0015725,-0.0119839,
2007-05-16,0000,0,0.0045140,0.0010401,0.0061446,0.0086872,0.0085527,-0.0011055,0.0045631,0.0087582,-0.0014071,
2007-05-17,0000,0,0.0001512,-0.0039668,-0.0004755,-0.0031661,-0.0009189,-0.0106236,0.0014717,-0.0008395,-0.0104607,
2007-05-18,0000,0,0.0112465,0.0091334,0.0131977,0.0074537,0.0065671,-0.0011999,0.0050216,0.0065736,-0.0017091,
2007-05-21,0000,0,0.0089329,0.0036197,0.0057446,0.0078874,0.0015409,-0.0017317,0.0074069,0.0015409,-0.0006923,
2007-05-22,0000,-0,-0.0001069,-0.0013063,0.0040332,0.0035664,-0.0006430,0.0043812,0.0048522,-0.0006627,0.0038334,
2007-05-23,0000,-0,-0.0074744,-0.0018548,-0.0006548,-0.0042568,-0.0012087,-0.0131728,-0.0059793,-0.0013074,-0.0136308,
2007-05-24,0000,0,0.0029592,-0.0013002,-0.0069167,-0.0154181,-0.0097976,-0.0162267,-0.0116982,-0.0096849,-0.0157457,
2007-05-30,0000,0,0.0038899,-0.0073383,-0.0002934,0.0079187,0.0079204,-0.0036351,0.0166572,0.0082277,-0.0032402,
2007-05-31,0000,0,0.0088242,0.0015927,0.0127214,0.0045805,0.0002548,0.0140089,0.0055623,0.0002809,0.0141898,
2007-06-01,0000,0,0.0013615,-0.0018445,0.0054118,0.0035961,0.0037231,0.0035103,-0.0030544,0.0036842,0.0030009,
2007-06-04,0000,0,0.0011164,-0.0020990,0.0011079,0.0016690,0.0018451,0.0009379,0.0019570,0.0018452,0.0005509,
2007-06-05,0000,-0,-0.0038258,-0.0019291,0.0012857,-0.0027037,-0.0053757,-0.0065676,-0.0044623,-0.0055862,-0.0054981,
2007-06-06,0000,-0,-0.0012922,0.0067371,0.0048568,-0.0092958,-0.0089430,-0.0113960,-0.0086096,-0.0087059,-0.0117901,
2007-06-07,0000,0,0.0075164,0.0014999,-0.0065717,-0.0180217,-0.0178840,-0.0170798,-0.0142574,-0.0178774,-0.0162212,
2007-06-08,0000,0,0.0024690,-0.0014570,0.0045774,0.0124964,0.0112425,0.0301007,0.0110910,0.0112295,0.0291419,
2007-06-11,0000,0,0.0020016,-0.0001720,0.0037490,-0.0005404,0.0009608,-0.0040915,-0.0036049,0.0009807,-0.0044638,
2007-06-12,0000,0,0.0038854,-0.0050441,-0.0028599,-0.0087773,-0.0107971,-0.0094853,-0.0007583,-0.0110341,-0.0089871,
2007-06-13,0000,0,0.0115231,0.0034920,0.0123457,0.0126011,0.0149571,0.0141998,0.0099337,0.0151295,0.0141191,
2007-06-14,0000,0,0.0152440,0.0063287,0.0143370,0.0065784,0.0047933,0.0107079,0.0156895,0.0048524,0.0112691,
2007-06-15,0000,0,0.0156819,0.0119485,0.0208134,0.0103932,0.0064844,0.0168362,0.0026100,0.0069832,0.0134134,
2007-06-20,0000,0,0.0102365,0.0071057,0.0108574,-0.0102886,-0.0132664,-0.0098475,-0.0133005,-0.0140033,-0.0066306,
2007-06-21,0000,-0,-0.0070985,-0.0037982,-0.0006330,0.0064961,0.0061425,0.0290927,0.0048691,0.0063658,0.0281201,
2007-06-26,0000,0,0.0058779,-0.0020431,-0.0024344,-0.0011344,-0.0032487,-0.0026014,-0.0099032,-0.0033900,-0.0030654,
2007-06-27,0000,0,0.0019581,-0.0024582,0.0054662,0.0119715,0.0089289,0.0214693,0.0162347,0.0090950,0.0209683,
2007-06-28,0000,-0,-0.0031908,-0.0055126,-0.0010829,0.0011578,-0.0004184,-0.0090196,0.0052673,-0.0004118,-0.0065983,
2007-06-29,0000,0,0.0088465,0.0039958,0.0062957,-0.0019745,-0.0015698,-0.0021550,-0.0009743,-0.0006912,-0.0037304,
2007-07-02,0000,0,0.0094913,0.0014406,0.0063038,0.0110436,0.0105829,0.0084090,0.0073273,0.0095187,0.0080537,
2007-07-06,0000,0,0.0168340,0.0131699,0.0193739,0.0036977,0.0032932,0.0102788,0.0047546,0.0035742,0.0113903,
2007-07-09,0000,-0,-0.0088033,-0.0021343,0.0015866,0.0013146,0.0009205,0.0112962,-0.0041838,0.0009270,0.0098373,
2007-07-10,0000,0,0.0025955,-0.0034162,-0.0100937,-0.0116931,-0.0143896,-0.0077050,-0.0078684,-0.0145172,-0.0075693,
2007-07-11,0000,0,0.0192819,0.0007975,0.0067840,0.0047628,0.0056889,-0.0010659,0.0096291,0.0058009,-0.0002905,
2007-07-12,0000,-0,-0.0017479,-0.0062737,0.0123415,0.0184845,0.0186987,0.0281754,0.0126809,0.0186990,0.0274032,
2007-07-13,0000,-0,-0.0073288,-0.0102757,-0.0057320,0.0019468,0.0030918,-0.0020193,0.0023822,0.0031047,-0.0022652,
2007-07-16,0000,0,0.0070981,0.0068204,0.0097174,-0.0035850,-0.0019232,0.0019212,-0.0004811,-0.0019232,0.0024291,
2007-07-17,0000,-0,-0.0066319,-0.0028507,-0.0025703,0.0055156,-0.0000968,0.0286869,-0.0025303,-0.0002066,0.0263288,
2007-07-18,0000,0,0.0091767,0.0024902,-0.0012709,-0.0047416,-0.0020696,-0.0135739,0.0078700,-0.0019856,-0.0105612,
2007-07-19,0000,0,0.0040539,0.0050762,0.0117454,0.0075550,0.0044492,0.0078559,-0.0024613,0.0045455,0.0133994,
2007-07-20,0000,0,0.0101486,0.0047300,0.0037073,-0.0120702,-0.0123721,-0.0124239,-0.0042616,-0.0124702,-0.0185258,
2007-07-23,0000,0,0.0010048,0.0071654,0.0125707,0.0011076,0.0048457,-0.0054875,-0.0092718,0.0048717,-0.0068235,
