date,code,oneDayAfter(open)(reg),oneDayAfter(open)(reg),oneDay(close-open)(reg),oneDay(close-close)(reg),IXICClose-IXICOpen,GSPCClose-GSPCOpen,SOXClose-SOXOpen
2011-08-05,0000,-0,-0.0699659,-0.0287046,-0.0397641,-0.0189108,-0.0007504,-0.0322940,
2011-08-08,0000,0,0.0590911,0.0309057,-0.0079646,-0.0380075,-0.0705876,-0.0237226,
2011-08-09,0000,-0,-0.0199818,0.0024223,0.0314361,0.0323824,0.0446044,0.0271136,
2011-08-10,0000,0,0.0331480,0.0197821,-0.0022321,-0.0186892,-0.0455138,-0.0020027,
2011-08-11,0000,-0,-0.0072891,-0.0247191,-0.0107463,0.0309466,0.0437816,0.0371304,
2011-08-12,0000,0,0.0149310,0.0064225,0.0233228,0.0003868,0.0050390,-0.0125415,
2011-08-15,0000,-0,-0.0101516,-0.0113277,-0.0026671,0.0129775,0.0212787,0.0177582,
2011-08-16,0000,-0,-0.0112003,-0.0085136,-0.0073407,-0.0012007,-0.0096080,-0.0075125,
2011-08-17,0000,-0,-0.0413832,-0.0139488,-0.0166501,-0.0064942,0.0008376,-0.0043614,
2011-08-18,0000,-0,-0.0089335,-0.0097236,-0.0370436,-0.0235042,-0.0429317,-0.0327484,
2011-08-19,0000,0,0.0028116,-0.0049394,-0.0041531,-0.0049021,-0.0150775,-0.0118902,
2011-08-22,0000,0,0.0293816,0.0239463,0.0314745,-0.0219581,0.0002403,-0.0128291,
2011-08-23,0000,-0,-0.0043707,-0.0119393,-0.0063042,0.0347947,0.0326838,0.0434858,
2011-08-24,0000,-0,-0.0162600,-0.0200516,-0.0124223,0.0122422,0.0131114,-0.0011860,
2011-08-25,0000,0,0.0059335,0.0008838,0.0045977,-0.0212140,-0.0150267,-0.0235186,
2011-08-26,0000,0,0.0223990,0.0125481,0.0175389,0.0286550,0.0152532,0.0295564,
2011-08-29,0000,0,0.0014155,-0.0010698,0.0089169,0.0199523,0.0265850,0.0235186,
2011-08-30,0000,0,0.0171762,0.0098355,0.0122937,0.0112728,0.0026053,0.0074812,
2011-08-31,0000,0,0.0002692,-0.0053392,0.0021140,-0.0039892,0.0048323,-0.0135473,
2011-09-01,0000,-0,-0.0213907,-0.0057006,-0.0000902,-0.0146502,-0.0122050,-0.0197513,
2011-09-02,0000,-0,-0.0188975,-0.0114321,-0.0272116,-0.0068338,-0.0254947,-0.0049493,
2011-09-06,0000,0,0.0174970,0.0080648,0.0214929,0.0227259,-0.0074920,0.0214692,
2011-09-07,0000,-0,-0.0043696,-0.0070108,0.0025648,0.0146885,0.0273398,0.0232880,
2011-09-08,0000,-0,-0.0050757,0.0055646,0.0081728,-0.0018465,-0.0101864,0.0007383,
2011-09-09,0000,-0,-0.0099926,-0.0187557,-0.0296562,-0.0162602,-0.0269790,-0.0037600,
2011-09-13,0000,-0,-0.0109728,-0.0314078,-0.0225359,0.0116739,0.0087648,0.0170413,
2011-09-14,0000,0,0.0159735,0.0015029,0.0212858,0.0093681,0.0129219,0.0182578,
2011-09-15,0000,0,0.0103713,0.0109681,0.0253016,0.0044571,0.0162682,0.0035687,
2011-09-16,0000,-0,-0.0116530,-0.0122913,-0.0129022,0.0057926,0.0055921,0.0010736,
2011-09-19,0000,0,0.0039996,0.0009676,0.0015975,0.0109001,-0.0090525,0.0055366,
2011-09-20,0000,-0,-0.0129618,0.0026832,0.0057100,-0.0129911,-0.0020048,-0.0162303,
2011-09-21,0000,-0,-0.0448014,-0.0156033,-0.0315351,-0.0247696,-0.0316003,-0.0247147,
2011-09-22,0000,-0,-0.0106525,-0.0078226,-0.0367970,-0.0042310,-0.0309767,-0.0100346,
2011-09-23,0000,0,0.0006599,-0.0217198,-0.0245888,0.0179605,0.0066964,0.0296986,
2011-09-26,0000,0,0.0164023,0.0082963,0.0300185,0.0078317,0.0223913,-0.0045341,
2011-09-27,0000,-0,-0.0082171,-0.0001959,0.0079796,-0.0054774,0.0102605,0.0036884,
2011-09-28,0000,0,0.0182826,0.0128769,0.0049606,-0.0266016,-0.0211370,-0.0331776,
2011-09-29,0000,-0,-0.0131161,0.0004457,0.0059194,-0.0220739,0.0074629,-0.0258537,
2011-09-30,0000,-0,-0.0275931,-0.0163517,-0.0301413,-0.0121595,-0.0251984,-0.0234933,
2011-10-03,0000,0,0.0175509,0.0156969,0.0048100,-0.0279815,-0.0290931,-0.0317738,
2011-10-04,0000,0,0.0047134,-0.0103045,-0.0084016,0.0383147,0.0236043,0.0502307,
2011-10-05,0000,0,0.0161297,0.0052426,0.0200294,0.0252549,0.0174821,0.0324420,
2011-10-06,0000,0,0.0187703,0.0001442,0.0110871,0.0190560,0.0179060,0.0125292,
2011-10-07,0000,0,0.0055751,0.0067377,0.0252409,-0.0122048,-0.0082824,0.0021585,
2011-10-11,0000,0,0.0044617,-0.0010444,-0.0022161,0.0109677,0.0007863,0.0027618,
2011-10-12,0000,0,0.0009851,0.0006933,0.0061898,-0.0007218,0.0091613,0.0021941,
2011-10-13,0000,-0,-0.0023769,-0.0098422,-0.0095473,0.0096136,-0.0027416,0.0231280,
2011-10-14,0000,-0,-0.0082643,0.0064655,0.0138103,0.0047304,0.0154584,0.0026781,
2011-10-17,0000,0,0.0056277,0.0010001,-0.0138108,-0.0146850,-0.0196609,-0.0203883,
2011-10-18,0000,-0,-0.0062330,-0.0054886,-0.0008309,0.0163240,0.0200999,0.0221043,
2011-10-19,0000,-0,-0.0103706,-0.0143022,-0.0150532,-0.0149191,-0.0112243,-0.0192079,
2011-10-20,0000,0,0.0108699,-0.0024812,0.0014046,-0.0026168,0.0045006,-0.0078597,
2011-10-21,0000,0,0.0204701,0.0157785,0.0288864,0.0027147,0.0184615,0.0084386,
2011-10-24,0000,-0,-0.0091842,-0.0019850,0.0027913,0.0202301,0.0123347,0.0289874,
2011-10-25,0000,0,0.0146509,0.0130112,0.0059197,-0.0179805,-0.0204548,-0.0108091,
2011-10-26,0000,0,0.0188321,0.0022273,0.0038849,-0.0036783,0.0103301,-0.0042954,
2011-10-27,0000,-0,-0.0073008,-0.0101338,0.0066767,0.0065872,0.0316210,0.0174862,
2011-10-28,0000,-0,-0.0119567,-0.0065619,-0.0037390,0.0047933,0.0005447,0.0070901,
2011-10-31,0000,-0,-0.0062262,0.0098097,0.0045027,-0.0080018,-0.0252613,-0.0149551,
2011-11-01,0000,0,0.0135346,0.0128855,-0.0031006,-0.0001343,-0.0268575,-0.0055073,
2011-11-02,0000,-0,-0.0028807,-0.0191869,-0.0185167,0.0009167,0.0147669,-0.0043365,
2011-11-03,0000,0,0.0054505,0.0028435,0.0187973,0.0117718,0.0181580,0.0186233,
2011-11-04,0000,0,0.0038301,-0.0001889,0.0024260,0.0029745,-0.0060564,0.0193624,
2011-11-07,0000,-0,-0.0008305,-0.0067993,-0.0027537,0.0044040,0.0062722,0.0027375,
2011-11-08,0000,-0,-0.0289130,-0.0111428,-0.0051482,0.0056499,0.0115995,-0.0001017,
2011-11-09,0000,-0,-0.0083490,-0.0167718,-0.0346410,-0.0156047,-0.0374908,-0.0239441,
2011-11-10,0000,0,0.0137082,-0.0003312,0.0079554,-0.0102318,0.0081552,-0.0043369,
2011-11-11,0000,0,0.0057667,0.0071077,0.0210427,0.0094148,0.0187760,0.0222676,
2011-11-14,0000,0,0.0007246,-0.0032626,-0.0046175,-0.0052273,-0.0096423,-0.0109944,
2011-11-15,0000,-0,-0.0255510,-0.0180615,-0.0140155,0.0142543,0.0048576,0.0166739,
2011-11-16,0000,-0,-0.0051370,0.0073418,0.0000393,-0.0081376,-0.0168969,0.0031032,
2011-11-17,0000,-0,-0.0181168,-0.0086138,-0.0212932,-0.0190804,-0.0167992,-0.0373714,
2011-11-18,0000,-0,-0.0143886,-0.0175531,-0.0271404,-0.0087541,-0.0004442,-0.0135758,
2011-11-21,0000,-0,-0.0139143,-0.0092257,-0.0060871,-0.0048352,-0.0189777,-0.0060406,
2011-11-22,0000,-0,-0.0324111,-0.0236879,-0.0284437,0.0014437,-0.0041581,-0.0090641,
2011-11-23,0000,0,0.0227935,0.0168216,0.0084436,-0.0167068,-0.0221124,-0.0228050,
2011-11-25,0000,0,0.0175524,0.0078970,0.0165623,-0.0047184,-0.0023648,-0.0086883,
2011-11-28,0000,0,0.0050003,0.0031580,0.0128594,0.0070074,0.0284097,0.0043078,
2011-11-29,0000,0,0.0183416,-0.0141177,-0.0122434,-0.0054065,0.0022005,-0.0088197,
2011-11-30,0000,0,0.0044095,0.0064469,0.0382479,0.0129563,0.0402900,0.0326530,
2011-12-01,0000,-0,-0.0020169,-0.0032658,-0.0053230,0.0040096,-0.0018721,0.0056753,
2011-12-02,0000,-0,-0.0104214,-0.0072555,-0.0060016,-0.0090867,-0.0014064,-0.0116667,
2011-12-05,0000,-0,-0.0102310,-0.0171873,-0.0203845,-0.0040327,0.0101426,-0.0048133,
2011-12-06,0000,0,0.0020602,0.0040978,0.0109086,-0.0020607,0.0010171,-0.0020667,
2011-12-07,0000,-0,-0.0184532,-0.0051182,-0.0071747,0.0040012,0.0022760,0.0145083,
2011-12-08,0000,0,0.0120634,0.0002655,-0.0129981,-0.0142198,-0.0214850,-0.0203163,
2011-12-09,0000,-0,-0.0134446,-0.0038250,0.0080213,0.0164989,0.0164995,0.0215881,
2011-12-12,0000,0,0.0042618,0.0019184,-0.0076461,-0.0019370,-0.0150266,-0.0103519,
2011-12-13,0000,-0,-0.0055803,0.0014489,0.0037934,-0.0195404,-0.0090558,-0.0309651,
2011-12-14,0000,-0,-0.0134394,-0.0162005,-0.0233540,-0.0105934,-0.0114786,-0.0177915,
2011-12-15,0000,-0,-0.0003510,0.0003051,0.0030213,-0.0098071,0.0029858,-0.0179979,
2011-12-16,0000,-0,-0.0189296,-0.0222075,-0.0228784,0.0002779,0.0029270,0.0016154,
2011-12-19,0000,0,0.0325588,0.0011962,0.0043992,-0.0162219,-0.0119384,-0.0296482,
2011-12-20,0000,0,0.0128569,0.0126104,0.0436146,0.0140107,0.0286635,0.0250885,
2011-12-21,0000,0,0.0095066,-0.0002684,-0.0000187,-0.0045772,0.0019860,-0.0126675,
2011-12-22,0000,0,0.0126231,0.0106360,0.0203045,0.0058166,0.0081978,0.0294976,
2011-12-23,0000,-0,-0.0055804,-0.0045766,-0.0025590,0.0042808,0.0089542,0.0018448,
2011-12-27,0000,-0,-0.0084305,-0.0041705,-0.0040189,0.0044530,0.0003240,0.0014402,
2011-12-28,0000,0,0.0116725,0.0067790,0.0025654,-0.0139808,-0.0125956,-0.0144240,
2011-12-29,0000,-0,-0.0054445,-0.0053407,-0.0003874,0.0066610,0.0105066,0.0053016,
2011-12-30,0000,-0,-0.0094156,-0.0171370,-0.0172420,-0.0019500,-0.0041508,-0.0034299,
2012-01-03,0000,0,0.0008846,-0.0014260,0.0041776,-0.0032733,0.0142515,-0.0081932,
2012-01-04,0000,0,0.0042331,0.0044188,0.0067159,0.0031944,0.0002114,0.0043129,
2012-01-05,0000,-0,-0.0037223,-0.0012668,-0.0014535,0.0102215,0.0029351,0.0155010,
2012-01-06,0000,0,0.0036149,-0.0014169,-0.0038728,0.0011405,-0.0024417,0.0041309,
2012-01-09,0000,0,0.0103067,0.0069663,0.0119559,-0.0023986,0.0022410,0.0127813,
2012-01-10,0000,-0,-0.0001000,-0.0020714,0.0012993,-0.0007105,0.0087533,-0.0020969,
2012-01-11,0000,0,0.0033019,-0.0021985,-0.0002268,0.0055298,0.0003559,0.0081209,
2012-01-12,0000,0,0.0021652,-0.0062243,-0.0007018,0.0028737,0.0023311,0.0069432,
2012-01-13,0000,-0,-0.0136782,-0.0194689,-0.0109691,0.0012027,-0.0044450,-0.0153076,
2012-01-17,0000,0,0.0199357,-0.0002557,0.0017432,-0.0030278,0.0026668,-0.0047246,
2012-01-18,0000,0,0.0072346,0.0033331,0.0234522,0.0139184,0.0110012,0.0341325,
2012-01-30,0000,0,0.0111484,0.0107169,0.0145894,0.0076602,-0.0023991,0.0020062,
2012-01-31,0000,0,0.0122712,0.0038216,0.0042561,-0.0042362,-0.0008534,-0.0068714,
2012-02-01,0000,0,0.0058613,0.0050533,0.0134924,0.0063793,0.0087909,0.0097674,
2012-02-02,0000,0,0.0094250,0.0021251,0.0029355,0.0019513,0.0009807,0.0027820,
2012-02-03,0000,0,0.0026741,0.0012517,0.0085581,0.0057508,0.0138969,0.0063086,
2012-02-06,0000,0,0.0110759,0.0035135,0.0025248,0.0032633,0.0000074,-0.0062816,
2012-02-07,0000,0,0.0123332,0.0131552,0.0206445,0.0028133,0.0020192,0.0036941,
2012-02-08,0000,0,0.0074786,0.0059944,0.0051664,0.0031792,0.0021630,0.0103838,
2012-02-09,0000,-0,-0.0093513,-0.0076746,-0.0061700,0.0016295,0.0014646,0.0005362,
2012-02-10,0000,0,0.0110957,0.0080501,0.0063997,0.0006474,-0.0063829,-0.0142568,
2012-02-13,0000,-0,-0.0022565,-0.0067478,-0.0036567,0.0017671,0.0064434,-0.0045764,
2012-02-14,0000,0,0.0080589,0.0107217,0.0151351,0.0034552,-0.0005924,0.0073915,
2012-02-15,0000,-0,-0.0033732,-0.0144923,-0.0172230,-0.0094621,-0.0054272,0.0014572,
2012-02-16,0000,0,0.0003869,-0.0079234,0.0031237,0.0149264,0.0113620,0.0247775,
2012-02-17,0000,-0,-0.0008714,-0.0006499,0.0076004,-0.0021817,0.0023288,-0.0144894,
2012-02-21,0000,0,0.0092133,0.0116601,0.0100204,-0.0029608,0.0007268,-0.0143192,
2012-02-22,0000,-0,-0.0012921,-0.0056216,-0.0081111,-0.0032729,-0.0032777,-0.0034665,
2012-02-23,0000,0,0.0092616,-0.0015428,0.0027691,0.0080555,0.0043492,0.0028964,
2012-02-24,0000,0,0.0100190,0.0092718,0.0199595,0.0002092,0.0016694,-0.0051205,
2012-02-29,0000,0,0.0042025,-0.0011369,-0.0003819,-0.0083522,-0.0047742,-0.0172101,
2012-03-01,0000,-0,-0.0051638,-0.0021893,0.0031557,0.0032988,0.0059603,-0.0025896,
2012-03-02,0000,-0,-0.0018099,-0.0006778,-0.0036478,-0.0033230,-0.0032564,-0.0095159,
2012-03-05,0000,-0,-0.0204372,-0.0086773,-0.0084115,-0.0065244,-0.0038554,-0.0225314,
2012-03-06,0000,0,0.0133850,0.0071605,-0.0044147,-0.0024740,-0.0150890,0.0014534,
2012-03-07,0000,0,0.0074445,0.0039601,0.0102047,0.0044691,0.0068311,0.0130021,
2012-03-08,0000,0,0.0020277,0.0004266,0.0039234,0.0053932,0.0097078,0.0063822,
2012-03-09,0000,-0,-0.0047894,-0.0127807,-0.0111586,0.0044339,0.0035744,0.0111860,
2012-03-12,0000,0,0.0175041,0.0050937,0.0129440,-0.0018065,0.0002261,-0.0085768,
2012-03-13,0000,0,0.0011017,-0.0009477,0.0115381,0.0118985,0.0172141,0.0142690,
2012-03-14,0000,-0,-0.0014329,-0.0025007,-0.0004482,-0.0004867,-0.0011978,-0.0071018,
2012-03-15,0000,-0,-0.0020731,-0.0093533,-0.0082781,0.0025488,0.0060103,0.0148049,
2012-03-16,0000,-0,-0.0062694,-0.0086450,-0.0013700,-0.0010572,0.0011537,-0.0012861,
2012-03-19,0000,-0,-0.0086884,-0.0113149,-0.0089330,0.0068479,0.0039581,0.0086622,
2012-03-20,0000,0,0.0005252,-0.0014433,0.0011576,0.0043004,-0.0028957,-0.0003214,
2012-03-21,0000,0,0.0087098,0.0077271,0.0096775,-0.0006894,-0.0018747,0.0022645,
2012-03-22,0000,0,0.0007431,0.0010747,0.0020640,0.0027160,-0.0072589,0.0004833,
2012-03-23,0000,-0,-0.0050677,-0.0133428,-0.0136791,0.0005052,0.0030993,0.0039019,
2012-03-26,0000,0,0.0051296,-0.0004683,0.0077016,0.0102640,0.0136956,0.0070607,
2012-03-27,0000,-0,-0.0095988,-0.0045496,0.0010712,-0.0011890,-0.0028531,-0.0011549,
2012-03-28,0000,-0,-0.0211498,-0.0159044,-0.0210107,-0.0060806,-0.0049661,-0.0123825,
2012-03-29,0000,0,0.0093171,0.0127039,0.0076062,0.0026201,-0.0015036,0.0070963,
2012-03-30,0000,-0,-0.0011600,-0.0054662,-0.0089153,-0.0062751,0.0036635,-0.0019834,
2012-04-02,0000,-0,-0.0385898,-0.0175071,-0.0131493,0.0108216,0.0074487,0.0037633,
2012-04-03,0000,0,0.0084234,0.0047789,-0.0158420,-0.0019527,-0.0039621,-0.0120278,
2012-04-05,0000,-0,-0.0105724,0.0049778,0.0086216,0.0060867,-0.0005078,0.0054584,
2012-04-09,0000,-0,-0.0087041,-0.0024016,0.0052103,0.0032162,-0.0110331,0.0000719,
2012-04-10,0000,0,0.0099772,0.0083235,0.0020884,-0.0178690,-0.0173636,-0.0153302,
2012-04-11,0000,0,0.0084155,-0.0008535,0.0008156,-0.0012233,0.0071089,0.0060276,
2012-04-12,0000,0,0.0016535,0.0068976,0.0160947,0.0106167,0.0135489,0.0150651,
2012-04-13,0000,-0,-0.0013778,-0.0022639,-0.0075564,-0.0112077,-0.0126618,-0.0145763,
2012-04-16,0000,-0,-0.0078447,-0.0198830,-0.0189813,-0.0131073,-0.0005111,-0.0084953,
2012-04-17,0000,-0,-0.0097602,-0.0093991,0.0025155,0.0134086,0.0152504,0.0096645,
2012-04-18,0000,-0,-0.0000934,0.0026775,0.0023207,-0.0001221,-0.0040718,0.0025506,
2012-04-19,0000,-0,-0.0150558,-0.0125773,-0.0153907,-0.0068627,-0.0059263,-0.0070597,
2012-04-20,0000,-0,-0.0042644,-0.0010333,-0.0034834,-0.0077588,0.0011389,-0.0201397,
2012-04-23,0000,0,0.0126788,0.0055769,0.0023670,0.0004881,-0.0084788,0.0006997,
2012-04-24,0000,0,0.0057592,0.0013751,0.0085070,-0.0019483,0.0036444,-0.0104508,
2012-04-25,0000,-0,-0.0035988,-0.0099955,-0.0055615,0.0052746,0.0133603,0.0087598,
2012-04-26,0000,-0,-0.0174844,-0.0118695,-0.0054609,0.0068806,0.0066715,0.0189547,
2012-04-27,0000,0,0.0096569,0.0083314,0.0028287,0.0028867,0.0022589,0.0019475,
2012-04-30,0000,0,0.0207664,0.0214998,0.0228077,-0.0044972,-0.0038271,-0.0049106,
2012-05-02,0000,-0,-0.0067365,-0.0015053,-0.0022560,0.0080984,-0.0022748,0.0115400,
2012-05-03,0000,-0,-0.0014957,0.0105468,0.0053786,-0.0121780,-0.0077251,-0.0258063,
2012-05-04,0000,-0,-0.0047793,-0.0093220,-0.0216063,-0.0151573,-0.0163684,-0.0165100,
2012-05-07,0000,-0,-0.0116000,-0.0035053,0.0010112,0.0058659,0.0005768,0.0012093,
2012-05-08,0000,-0,-0.0008276,-0.0012868,-0.0093637,0.0023453,-0.0039891,0.0009889,
2012-05-09,0000,-0,-0.0008806,0.0006507,0.0011090,0.0075987,-0.0063636,0.0117512,
2012-05-10,0000,-0,-0.0111869,-0.0096185,-0.0111655,-0.0056483,0.0025111,-0.0092919,
2012-05-11,0000,-0,-0.0083439,-0.0017229,-0.0032790,0.0049321,-0.0034875,0.0071718,
2012-05-14,0000,0,0.0065029,0.0090459,0.0024961,-0.0017915,-0.0101468,-0.0016397,
2012-05-15,0000,-0,-0.0098995,-0.0196473,-0.0222639,-0.0029512,-0.0057866,-0.0102255,
2012-05-16,0000,-0,-0.0071923,0.0071186,0.0166106,-0.0106575,-0.0045139,-0.0177189,
2012-05-17,0000,-0,-0.0121900,-0.0141305,-0.0287477,-0.0216868,-0.0152967,-0.0243640,
2012-05-18,0000,0,0.0128218,0.0037999,0.0057062,-0.0128257,-0.0075894,-0.0232112,
2012-05-21,0000,-0,-0.0061495,0.0023272,0.0113624,0.0227100,0.0153953,0.0246088,
2012-05-22,0000,-0,-0.0080858,-0.0092127,-0.0177874,-0.0052094,0.0004101,-0.0064424,
2012-05-23,0000,-0,-0.0055380,-0.0043299,-0.0032085,0.0062980,0.0021534,0.0123815,
2012-05-24,0000,-0,-0.0069020,-0.0063210,-0.0075315,-0.0060471,0.0014841,-0.0141117,
2012-05-25,0000,0,0.0156040,0.0095922,0.0090205,-0.0007788,-0.0022689,0.0135175,
2012-05-29,0000,-0,-0.0204220,-0.0096175,-0.0110840,0.0061721,0.0101470,0.0100616,
2012-05-30,0000,0,0.0039896,0.0159680,0.0054372,-0.0034927,-0.0136524,-0.0141591,
2012-05-31,0000,-0,-0.0443831,-0.0151419,-0.0274989,-0.0035475,-0.0021063,-0.0095285,
2012-06-01,0000,0,0.0116462,-0.0018086,-0.0306658,-0.0228027,-0.0249053,-0.0247190,
2012-06-04,0000,0,0.0070191,0.0017042,0.0151119,0.0044927,-0.0000861,-0.0043664,
2012-06-05,0000,0,0.0134375,0.0025836,0.0078938,0.0103524,0.0059743,0.0218031,
2012-06-06,0000,-0,-0.0142560,-0.0075519,0.0034123,0.0170456,0.0224465,0.0247202,
2012-06-07,0000,0,0.0068077,-0.0048374,-0.0115234,-0.0144930,-0.0008821,-0.0238659,
2012-06-08,0000,-0,-0.0064351,0.0054085,0.0169348,0.0121046,0.0080488,0.0172511,
2012-06-11,0000,0,0.0093986,0.0050395,-0.0068085,-0.0258957,-0.0128273,-0.0307364,
2012-06-12,0000,-0,-0.0008934,-0.0020271,0.0023629,0.0095777,0.0111616,0.0165088,
2012-06-13,0000,-0,-0.0004032,-0.0030756,-0.0019406,-0.0069219,-0.0069512,-0.0104924,
2012-06-14,0000,0,0.0233775,0.0086405,0.0112817,0.0055353,0.0106990,-0.0017066,
2012-06-15,0000,0,0.0031195,0.0024294,0.0172588,0.0116263,0.0101650,0.0156471,
2012-06-18,0000,0,0.0031043,-0.0018438,-0.0011508,0.0078886,0.0017549,0.0181842,
2012-06-19,0000,-0,-0.0010189,0.0034630,0.0083849,0.0067890,0.0096835,0.0042084,
2012-06-20,0000,-0,-0.0126186,-0.0031240,-0.0076356,-0.0008565,-0.0017334,0.0059703,
2012-06-21,0000,0,0.0016351,0.0015577,-0.0078925,-0.0245043,-0.0225724,-0.0387433,
2012-06-22,0000,-0,-0.0108310,-0.0078464,-0.0077682,0.0090754,0.0068164,0.0106959,
2012-06-25,0000,-0,-0.0010129,-0.0010213,-0.0039857,-0.0097773,-0.0161222,-0.0277390,
2012-06-26,0000,0,0.0127903,0.0062676,0.0062759,0.0030343,0.0044697,0.0030801,
2012-06-27,0000,-0,-0.0065456,-0.0084886,-0.0018690,0.0045873,0.0083643,0.0095774,
2012-06-28,0000,0,0.0202725,0.0154640,0.0173609,-0.0015441,-0.0018660,0.0014619,
2012-06-29,0000,0,0.0042481,0.0017794,0.0066547,0.0111105,0.0235215,0.0374098,
2012-07-02,0000,0,0.0069040,0.0074127,0.0098674,0.0043440,0.0023288,-0.0049118,
2012-07-03,0000,-0,-0.0002712,0.0010818,0.0005699,0.0084910,0.0060188,0.0136049,
2012-07-05,0000,-0,-0.0124710,-0.0032829,-0.0026043,0.0019320,-0.0044897,-0.0106306,
2012-07-06,0000,0,0.0005530,0.0011272,-0.0080206,-0.0060838,-0.0091608,-0.0256356,
2012-07-09,0000,-0,-0.0136921,-0.0075034,-0.0080826,-0.0009278,-0.0016267,-0.0100950,
2012-07-10,0000,0,0.0046679,0.0070034,0.0009038,-0.0148226,-0.0085652,-0.0175477,
2012-07-11,0000,-0,-0.0179583,-0.0154187,-0.0178069,-0.0037362,0.0000373,-0.0096755,
2012-07-12,0000,0,0.0031951,-0.0012485,-0.0037527,-0.0003105,-0.0048923,-0.0162006,
2012-07-13,0000,-0,-0.0112147,-0.0064739,-0.0020070,0.0118310,0.0161928,0.0081790,
2012-07-16,0000,0,0.0106342,0.0098499,0.0051859,-0.0021022,-0.0021128,-0.0051819,
2012-07-17,0000,-0,-0.0032802,-0.0118598,-0.0110582,-0.0004880,0.0073258,-0.0082231,
2012-07-18,0000,0,0.0038044,0.0054892,0.0139217,0.0130361,0.0067017,0.0375093,
2012-07-19,0000,-0,-0.0042907,0.0039360,0.0022485,0.0014127,0.0025427,0.0079173,
2012-07-20,0000,-0,-0.0144979,-0.0109920,-0.0193420,-0.0108433,-0.0101639,-0.0187940,
2012-07-23,0000,-0,-0.0104326,0.0005579,-0.0029080,0.0043735,-0.0087522,0.0090140,
2012-07-24,0000,0,0.0115244,0.0067358,-0.0041868,-0.0111632,-0.0091234,-0.0060517,
2012-07-25,0000,0,0.0067262,-0.0060611,-0.0012108,-0.0008899,-0.0003438,0.0086618,
2012-07-26,0000,0,0.0137976,0.0089915,0.0215875,-0.0011855,0.0160659,0.0072429,
2012-07-27,0000,-0,-0.0026161,-0.0000461,0.0048038,0.0174403,0.0187017,0.0194155,
2012-07-30,0000,0,0.0140903,0.0178750,0.0153511,-0.0044911,-0.0004620,-0.0105094,
2012-07-31,0000,-0,-0.0030566,0.0034920,-0.0003481,-0.0018915,-0.0043137,0.0032576,
2012-08-01,0000,0,0.0124772,-0.0004157,-0.0069899,-0.0125025,-0.0029084,-0.0062007,
2012-08-03,0000,-0,-0.0029973,-0.0034874,0.0094451,0.0055999,0.0183610,0.0082030,
2012-08-06,0000,0,0.0056877,0.0007635,0.0012515,0.0039299,0.0022880,0.0018874,
2012-08-07,0000,0,0.0014002,-0.0016107,0.0033252,0.0043769,0.0049167,0.0130480,
2012-08-08,0000,0,0.0136350,0.0123532,0.0153221,0.0024840,0.0007060,0.0054094,
2012-08-09,0000,0,0.0069972,-0.0003010,0.0009972,0.0029086,0.0003849,0.0080450,
2012-08-10,0000,-0,-0.0065503,-0.0080026,-0.0006482,0.0039823,0.0023402,0.0054439,
2012-08-13,0000,0,0.0057118,0.0043079,0.0057426,0.0014061,-0.0012535,-0.0072314,
2012-08-14,0000,-0,-0.0018901,-0.0029554,-0.0015413,-0.0052006,-0.0003063,-0.0131790,
2012-08-15,0000,0,0.0036213,0.0019399,0.0029999,0.0058068,0.0011668,0.0085932,
2012-08-16,0000,-0,-0.0027800,-0.0046773,-0.0029848,0.0082321,0.0070222,0.0169255,
2012-08-17,0000,-0,-0.0030230,-0.0067466,-0.0048453,0.0030813,0.0016359,-0.0043442,
2012-08-20,0000,0,0.0048520,0.0063023,0.0099776,0.0011540,0.0001974,-0.0053693,
2012-08-21,0000,-0,-0.0012409,0.0000947,-0.0013646,-0.0058652,-0.0035098,-0.0019886,
2012-08-22,0000,-0,-0.0009372,0.0024770,0.0011445,0.0044670,0.0002830,-0.0050605,
2012-08-23,0000,0,0.0033154,-0.0002728,-0.0036964,-0.0040676,-0.0081379,-0.0040085,
2012-08-24,0000,-0,-0.0085867,-0.0048512,-0.0012466,0.0080038,0.0064771,0.0063667,
2012-08-27,0000,-0,-0.0082770,-0.0106793,-0.0144364,-0.0033939,-0.0004892,-0.0057613,
2012-08-28,0000,-0,-0.0010065,0.0015789,0.0039520,0.0025153,-0.0008089,0.0017379,
2012-08-29,0000,-0,-0.0011965,-0.0000841,-0.0026738,0.0010191,0.0008295,0.0008052,
2012-08-30,0000,0,0.0090372,0.0045707,0.0034635,-0.0059107,-0.0075742,-0.0121833,
2012-08-31,0000,0,0.0054756,0.0027018,0.0071767,-0.0008738,0.0046282,0.0060831,
2012-09-04,0000,-0,-0.0063510,-0.0084819,-0.0113893,0.0038406,-0.0011388,-0.0074843,
2012-09-05,0000,0,0.0069124,-0.0076869,-0.0055577,-0.0010784,-0.0010688,-0.0078407,
2012-09-06,0000,0,0.0001224,-0.0012822,0.0132244,0.0152656,0.0198168,0.0258318,
2012-09-07,0000,0,0.0082550,0.0063346,0.0077285,0.0010203,0.0040336,0.0023179,
2012-09-10,0000,0,0.0028529,-0.0016165,0.0003193,-0.0088015,-0.0061858,-0.0125044,
2012-09-11,0000,0,0.0077179,0.0068384,0.0112701,-0.0001578,0.0030902,0.0044109,
2012-09-12,0000,0,0.0108637,0.0002164,0.0011018,-0.0003275,0.0020883,0.0002262,
